# q=  0.12625870E-03  0.12625870E-03  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      52     -0.60129796E-06     -0.60543042E-06     -0.39702059E-04     -0.33581269E-02
      53     -0.60138919E-06     -0.60543042E-06     -0.39887214E-04     -0.33581269E-02
      54     -0.60145579E-06     -0.60543042E-06     -0.40064206E-04     -0.33581269E-02
      55     -0.60159446E-06     -0.60543042E-06     -0.40376248E-04     -0.33581269E-02
      56     -0.60169612E-06     -0.60543042E-06     -0.40661571E-04     -0.33581269E-02
      57     -0.60184172E-06     -0.60543042E-06     -0.40946471E-04     -0.33581269E-02
      58     -0.60194415E-06     -0.60543042E-06     -0.41225454E-04     -0.33581269E-02
      59     -0.60206899E-06     -0.60543042E-06     -0.41496059E-04     -0.33581269E-02
      60     -0.60220143E-06     -0.60543042E-06     -0.41846294E-04     -0.33581269E-02
      61     -0.60232191E-06     -0.60543042E-06     -0.42141498E-04     -0.33581269E-02
      62     -0.60240044E-06     -0.60543042E-06     -0.42426605E-04     -0.33581269E-02
      63     -0.60250131E-06     -0.60543042E-06     -0.42718006E-04     -0.33581269E-02
      64     -0.60255835E-06     -0.60543042E-06     -0.42914066E-04     -0.33581269E-02
      65     -0.60263684E-06     -0.60543042E-06     -0.43168661E-04     -0.33581269E-02
      66     -0.60270467E-06     -0.60543042E-06     -0.43390650E-04     -0.33581269E-02
      67     -0.60278922E-06     -0.60543042E-06     -0.43694603E-04     -0.33581269E-02
      68     -0.60284925E-06     -0.60543042E-06     -0.43906550E-04     -0.33581269E-02
      69     -0.60291756E-06     -0.60543042E-06     -0.44172021E-04     -0.33581269E-02
      70     -0.60298612E-06     -0.60543042E-06     -0.44421464E-04     -0.33581269E-02
      71     -0.60303572E-06     -0.60543042E-06     -0.44617882E-04     -0.33581269E-02
      72     -0.60310437E-06     -0.60543042E-06     -0.44913762E-04     -0.33581269E-02
      73     -0.60316775E-06     -0.60543042E-06     -0.45209316E-04     -0.33581269E-02
      74     -0.60321338E-06     -0.60543042E-06     -0.45417083E-04     -0.33581269E-02
      75     -0.60326512E-06     -0.60543042E-06     -0.45625652E-04     -0.33581269E-02
      76     -0.60330080E-06     -0.60543042E-06     -0.45830528E-04     -0.33581269E-02
      77     -0.60334411E-06     -0.60543042E-06     -0.45998863E-04     -0.33581269E-02
      78     -0.60337632E-06     -0.60543042E-06     -0.46146455E-04     -0.33581269E-02
      79     -0.60341183E-06     -0.60543042E-06     -0.46303219E-04     -0.33581269E-02
      80     -0.60344485E-06     -0.60543042E-06     -0.46442897E-04     -0.33581269E-02
      81     -0.60347628E-06     -0.60543042E-06     -0.46582086E-04     -0.33581269E-02
      82     -0.60350209E-06     -0.60543042E-06     -0.46699411E-04     -0.33581269E-02
      83     -0.60352704E-06     -0.60543042E-06     -0.46814285E-04     -0.33581269E-02
      84     -0.60355433E-06     -0.60543042E-06     -0.46965081E-04     -0.33581269E-02
      85     -0.60358383E-06     -0.60543042E-06     -0.47097109E-04     -0.33581269E-02
      86     -0.60361503E-06     -0.60543042E-06     -0.47275720E-04     -0.33581269E-02
      87     -0.60364148E-06     -0.60543042E-06     -0.47369735E-04     -0.33581269E-02
      88     -0.60366720E-06     -0.60543042E-06     -0.47521387E-04     -0.33581269E-02
      89     -0.60369093E-06     -0.60543042E-06     -0.47636711E-04     -0.33581269E-02
      90     -0.60371616E-06     -0.60543042E-06     -0.47805262E-04     -0.33581269E-02
      91     -0.60373664E-06     -0.60543042E-06     -0.47939342E-04     -0.33581269E-02
      92     -0.60377128E-06     -0.60543042E-06     -0.48181283E-04     -0.33581269E-02
      93     -0.60380201E-06     -0.60543042E-06     -0.48387182E-04     -0.33581269E-02
      94     -0.60382341E-06     -0.60543042E-06     -0.48575959E-04     -0.33581269E-02
      95     -0.60384510E-06     -0.60543042E-06     -0.48736167E-04     -0.33581269E-02
      96     -0.60387409E-06     -0.60543042E-06     -0.48972621E-04     -0.33581269E-02
      97     -0.60390944E-06     -0.60543042E-06     -0.49221932E-04     -0.33581269E-02
      98     -0.60393427E-06     -0.60543042E-06     -0.49425209E-04     -0.33581269E-02
      99     -0.60395910E-06     -0.60543042E-06     -0.49610203E-04     -0.33581269E-02
     100     -0.60397767E-06     -0.60543042E-06     -0.49735028E-04     -0.33581269E-02
     101     -0.60400060E-06     -0.60543042E-06     -0.49892786E-04     -0.33581269E-02
     102     -0.60402180E-06     -0.60543042E-06     -0.50072101E-04     -0.33581269E-02
     103     -0.60410638E-06     -0.60543042E-06     -0.50814394E-04     -0.33581269E-02
     104     -0.60418112E-06     -0.60543042E-06     -0.51387877E-04     -0.33581269E-02
     105     -0.60423610E-06     -0.60543042E-06     -0.51927442E-04     -0.33581269E-02
     106     -0.60429885E-06     -0.60543042E-06     -0.52498532E-04     -0.33581269E-02
     107     -0.60434843E-06     -0.60543042E-06     -0.53018817E-04     -0.33581269E-02
     108     -0.60439582E-06     -0.60543042E-06     -0.53562736E-04     -0.33581269E-02
     109     -0.60444562E-06     -0.60543042E-06     -0.54177281E-04     -0.33581269E-02
     110     -0.60448738E-06     -0.60543042E-06     -0.54756057E-04     -0.33581269E-02
     111     -0.60453547E-06     -0.60543042E-06     -0.55374248E-04     -0.33581269E-02
     112     -0.60456751E-06     -0.60543042E-06     -0.55965777E-04     -0.33581269E-02
     113     -0.60460282E-06     -0.60543042E-06     -0.56552326E-04     -0.33581269E-02
     114     -0.60463850E-06     -0.60543042E-06     -0.57360225E-04     -0.33581269E-02
     115     -0.60467751E-06     -0.60543042E-06     -0.58175295E-04     -0.33581269E-02
     116     -0.60470929E-06     -0.60543042E-06     -0.58908076E-04     -0.33581269E-02
     117     -0.60474339E-06     -0.60543042E-06     -0.59994604E-04     -0.33581269E-02
     118     -0.60477831E-06     -0.60543042E-06     -0.61076145E-04     -0.33581269E-02
     119     -0.60481825E-06     -0.60543042E-06     -0.62230460E-04     -0.33581269E-02
     120     -0.60485639E-06     -0.60543042E-06     -0.63409734E-04     -0.33581269E-02
     121     -0.60488731E-06     -0.60543042E-06     -0.64442482E-04     -0.33581269E-02
     122     -0.60491070E-06     -0.60543042E-06     -0.65121737E-04     -0.33581269E-02
     123     -0.60493890E-06     -0.60543042E-06     -0.65973635E-04     -0.33581269E-02
     124     -0.60496449E-06     -0.60543042E-06     -0.66864792E-04     -0.33581269E-02
     125     -0.60498796E-06     -0.60543042E-06     -0.67727945E-04     -0.33581269E-02
     126     -0.60500733E-06     -0.60543042E-06     -0.68520634E-04     -0.33581269E-02
     127     -0.60502814E-06     -0.60543042E-06     -0.69499960E-04     -0.33581269E-02
     128     -0.60504924E-06     -0.60543042E-06     -0.70623338E-04     -0.33581269E-02
     129     -0.60506681E-06     -0.60543042E-06     -0.71625357E-04     -0.33581269E-02
     130     -0.60508349E-06     -0.60543042E-06     -0.72587010E-04     -0.33581269E-02
     131     -0.60509884E-06     -0.60543042E-06     -0.73506640E-04     -0.33581269E-02
     132     -0.60511649E-06     -0.60543042E-06     -0.74719617E-04     -0.33581269E-02
     133     -0.60513059E-06     -0.60543042E-06     -0.75759197E-04     -0.33581269E-02
     134     -0.60514572E-06     -0.60543042E-06     -0.76975080E-04     -0.33581269E-02
     135     -0.60515725E-06     -0.60543042E-06     -0.78070381E-04     -0.33581269E-02
     136     -0.60516915E-06     -0.60543042E-06     -0.79099343E-04     -0.33581269E-02
     137     -0.60517917E-06     -0.60543042E-06     -0.80146637E-04     -0.33581269E-02
     138     -0.60518911E-06     -0.60543042E-06     -0.81295576E-04     -0.33581269E-02
     139     -0.60519734E-06     -0.60543042E-06     -0.82435025E-04     -0.33581269E-02
     140     -0.60520623E-06     -0.60543042E-06     -0.83737950E-04     -0.33581269E-02
     141     -0.60521380E-06     -0.60543042E-06     -0.84870949E-04     -0.33581269E-02
     142     -0.60522200E-06     -0.60543042E-06     -0.86149911E-04     -0.33581269E-02
     143     -0.60522882E-06     -0.60543042E-06     -0.87270748E-04     -0.33581269E-02
     144     -0.60523709E-06     -0.60543042E-06     -0.88713181E-04     -0.33581269E-02
     145     -0.60524432E-06     -0.60543042E-06     -0.90026850E-04     -0.33581269E-02
     146     -0.60525197E-06     -0.60543042E-06     -0.91506023E-04     -0.33581269E-02
     147     -0.60525883E-06     -0.60543042E-06     -0.93025119E-04     -0.33581269E-02
     148     -0.60526508E-06     -0.60543042E-06     -0.94531190E-04     -0.33581269E-02
     149     -0.60527165E-06     -0.60543042E-06     -0.96320437E-04     -0.33581269E-02
     150     -0.60527772E-06     -0.60543042E-06     -0.98085224E-04     -0.33581269E-02
     151     -0.60528318E-06     -0.60543042E-06     -0.99921018E-04     -0.33581269E-02
     152     -0.60528787E-06     -0.60543042E-06     -0.10176364E-03     -0.33581269E-02
     153     -0.60529243E-06     -0.60543042E-06     -0.10376150E-03     -0.33581269E-02
     154     -0.60529702E-06     -0.60543042E-06     -0.10602089E-03     -0.33581269E-02
     155     -0.60530106E-06     -0.60543042E-06     -0.10817722E-03     -0.33581269E-02
     156     -0.60530482E-06     -0.60543042E-06     -0.11047336E-03     -0.33581269E-02
     157     -0.60530850E-06     -0.60543042E-06     -0.11281418E-03     -0.33581269E-02
     158     -0.60531195E-06     -0.60543042E-06     -0.11574551E-03     -0.33581269E-02
     159     -0.60531545E-06     -0.60543042E-06     -0.11886994E-03     -0.33581269E-02
     160     -0.60531875E-06     -0.60543042E-06     -0.12184619E-03     -0.33581269E-02
     161     -0.60532213E-06     -0.60543042E-06     -0.12560712E-03     -0.33581269E-02
     162     -0.60532517E-06     -0.60543042E-06     -0.12973371E-03     -0.33581269E-02
     163     -0.60532797E-06     -0.60543042E-06     -0.13424570E-03     -0.33581269E-02
     164     -0.60533020E-06     -0.60543042E-06     -0.13840165E-03     -0.33581269E-02
     165     -0.60533258E-06     -0.60543042E-06     -0.14387549E-03     -0.33581269E-02
     166     -0.60533463E-06     -0.60543042E-06     -0.14870544E-03     -0.33581269E-02
     167     -0.60533663E-06     -0.60543042E-06     -0.15442368E-03     -0.33581269E-02
     168     -0.60533832E-06     -0.60543042E-06     -0.16031171E-03     -0.33581269E-02
     169     -0.60534014E-06     -0.60543042E-06     -0.16782064E-03     -0.33581269E-02
     170     -0.60534168E-06     -0.60543042E-06     -0.17458483E-03     -0.33581269E-02
     171     -0.60534298E-06     -0.60543042E-06     -0.18192447E-03     -0.33581269E-02
     172     -0.60534410E-06     -0.60543042E-06     -0.19065095E-03     -0.33581269E-02
     173     -0.60534516E-06     -0.60543042E-06     -0.19950105E-03     -0.33581269E-02
     174     -0.60534619E-06     -0.60543042E-06     -0.20891265E-03     -0.33581269E-02
     175     -0.60534711E-06     -0.60543042E-06     -0.21931119E-03     -0.33581269E-02
     176     -0.60534791E-06     -0.60543042E-06     -0.22964277E-03     -0.33581269E-02
     177     -0.60534861E-06     -0.60543042E-06     -0.24011038E-03     -0.33581269E-02
     178     -0.60534931E-06     -0.60543042E-06     -0.25174985E-03     -0.33581269E-02
     179     -0.60534994E-06     -0.60543042E-06     -0.26424613E-03     -0.33581269E-02
     180     -0.60535051E-06     -0.60543042E-06     -0.27730757E-03     -0.33581269E-02
     181     -0.60535108E-06     -0.60543042E-06     -0.29129032E-03     -0.33581269E-02
     182     -0.60535167E-06     -0.60543042E-06     -0.30541990E-03     -0.33581269E-02
     183     -0.60535216E-06     -0.60543042E-06     -0.31917216E-03     -0.33581269E-02
     184     -0.60535258E-06     -0.60543042E-06     -0.33261767E-03     -0.33581269E-02
     185     -0.60535304E-06     -0.60543042E-06     -0.34784684E-03     -0.33581269E-02
     186     -0.60535343E-06     -0.60543042E-06     -0.36278715E-03     -0.33581269E-02
     187     -0.60535378E-06     -0.60543042E-06     -0.37777340E-03     -0.33581269E-02
     188     -0.60535414E-06     -0.60543042E-06     -0.39307797E-03     -0.33581269E-02
     189     -0.60535447E-06     -0.60543042E-06     -0.40860286E-03     -0.33581269E-02
     190     -0.60535479E-06     -0.60543042E-06     -0.42610636E-03     -0.33581269E-02
     191     -0.60535507E-06     -0.60543042E-06     -0.44500205E-03     -0.33581269E-02
     192     -0.60535537E-06     -0.60543042E-06     -0.46391739E-03     -0.33581269E-02
     193     -0.60535569E-06     -0.60543042E-06     -0.48417620E-03     -0.33581269E-02
     194     -0.60535597E-06     -0.60543042E-06     -0.50368056E-03     -0.33581269E-02
     195     -0.60535624E-06     -0.60543042E-06     -0.52185233E-03     -0.33581269E-02
     196     -0.60535654E-06     -0.60543042E-06     -0.54236709E-03     -0.33581269E-02
 
# q=  0.31564674E-02  0.31564674E-02  0.00000000E+00  (qpt 5)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.87268937E-06     -0.14778817E-05     -0.21385927E-05     -0.33498839E-02
       2     -0.95893720E-06     -0.14778817E-05     -0.43655408E-05     -0.33498839E-02
       3     -0.99305897E-06     -0.14778817E-05     -0.52084015E-05     -0.33498839E-02
       4     -0.10105688E-05     -0.14778817E-05     -0.62886874E-05     -0.33498839E-02
       5     -0.10551313E-05     -0.14778817E-05     -0.70068958E-05     -0.33498839E-02
       6     -0.10663971E-05     -0.14778817E-05     -0.80607239E-05     -0.33498839E-02
       7     -0.11650391E-05     -0.14778817E-05     -0.10006850E-04     -0.33498839E-02
       8     -0.12393306E-05     -0.14778817E-05     -0.10835136E-04     -0.33498839E-02
       9     -0.13024807E-05     -0.14778817E-05     -0.13310187E-04     -0.33498839E-02
      10     -0.13566312E-05     -0.14778817E-05     -0.15383926E-04     -0.33498839E-02
      11     -0.13720724E-05     -0.14778817E-05     -0.16750083E-04     -0.33498839E-02
      12     -0.13996440E-05     -0.14778817E-05     -0.18850280E-04     -0.33498839E-02
      13     -0.14231888E-05     -0.14778817E-05     -0.21141269E-04     -0.33498839E-02
      14     -0.14292820E-05     -0.14778817E-05     -0.23273108E-04     -0.33498839E-02
      15     -0.14349756E-05     -0.14778817E-05     -0.23797156E-04     -0.33498839E-02
      16     -0.14376167E-05     -0.14778817E-05     -0.24755528E-04     -0.33498839E-02
      17     -0.14402333E-05     -0.14778817E-05     -0.25430424E-04     -0.33498839E-02
      18     -0.14424777E-05     -0.14778817E-05     -0.26536698E-04     -0.33498839E-02
      19     -0.14444500E-05     -0.14778817E-05     -0.27590597E-04     -0.33498839E-02
      20     -0.14465212E-05     -0.14778817E-05     -0.28681412E-04     -0.33498839E-02
      21     -0.14481632E-05     -0.14778817E-05     -0.30001099E-04     -0.33498839E-02
      22     -0.14492906E-05     -0.14778817E-05     -0.30410771E-04     -0.33498839E-02
      23     -0.14504103E-05     -0.14778817E-05     -0.31300204E-04     -0.33498839E-02
      24     -0.14517653E-05     -0.14778817E-05     -0.31672963E-04     -0.33498839E-02
      25     -0.14526227E-05     -0.14778817E-05     -0.32144036E-04     -0.33498839E-02
      26     -0.14534417E-05     -0.14778817E-05     -0.32675744E-04     -0.33498839E-02
      27     -0.14540542E-05     -0.14778817E-05     -0.33042487E-04     -0.33498839E-02
      28     -0.14548535E-05     -0.14778817E-05     -0.33539190E-04     -0.33498839E-02
      29     -0.14554169E-05     -0.14778817E-05     -0.33848895E-04     -0.33498839E-02
      30     -0.14560196E-05     -0.14778817E-05     -0.34201528E-04     -0.33498839E-02
      31     -0.14567437E-05     -0.14778817E-05     -0.34518707E-04     -0.33498839E-02
      32     -0.14576190E-05     -0.14778817E-05     -0.34943006E-04     -0.33498839E-02
      33     -0.14582647E-05     -0.14778817E-05     -0.35188845E-04     -0.33498839E-02
      34     -0.14602808E-05     -0.14778817E-05     -0.35922224E-04     -0.33498839E-02
      35     -0.14612016E-05     -0.14778817E-05     -0.36186691E-04     -0.33498839E-02
      36     -0.14628908E-05     -0.14778817E-05     -0.36829239E-04     -0.33498839E-02
      37     -0.14636107E-05     -0.14778817E-05     -0.37051302E-04     -0.33498839E-02
      38     -0.14641487E-05     -0.14778817E-05     -0.37338708E-04     -0.33498839E-02
      39     -0.14645955E-05     -0.14778817E-05     -0.37515370E-04     -0.33498839E-02
      40     -0.14649086E-05     -0.14778817E-05     -0.37688389E-04     -0.33498839E-02
      41     -0.14651901E-05     -0.14778817E-05     -0.37848397E-04     -0.33498839E-02
      42     -0.14654357E-05     -0.14778817E-05     -0.38029846E-04     -0.33498839E-02
      43     -0.14657867E-05     -0.14778817E-05     -0.38144221E-04     -0.33498839E-02
      44     -0.14660134E-05     -0.14778817E-05     -0.38288695E-04     -0.33498839E-02
      45     -0.14662877E-05     -0.14778817E-05     -0.38489347E-04     -0.33498839E-02
      46     -0.14664562E-05     -0.14778817E-05     -0.38610940E-04     -0.33498839E-02
      47     -0.14667114E-05     -0.14778817E-05     -0.38731284E-04     -0.33498839E-02
      48     -0.14669269E-05     -0.14778817E-05     -0.38903687E-04     -0.33498839E-02
      49     -0.14671733E-05     -0.14778817E-05     -0.39074244E-04     -0.33498839E-02
      50     -0.14673448E-05     -0.14778817E-05     -0.39194008E-04     -0.33498839E-02
      51     -0.14675702E-05     -0.14778817E-05     -0.39387216E-04     -0.33498839E-02
      52     -0.14677922E-05     -0.14778817E-05     -0.39608680E-04     -0.33498839E-02
      53     -0.14680149E-05     -0.14778817E-05     -0.39793267E-04     -0.33498839E-02
      54     -0.14681775E-05     -0.14778817E-05     -0.39969729E-04     -0.33498839E-02
      55     -0.14685161E-05     -0.14778817E-05     -0.40280904E-04     -0.33498839E-02
      56     -0.14687643E-05     -0.14778817E-05     -0.40565438E-04     -0.33498839E-02
      57     -0.14691198E-05     -0.14778817E-05     -0.40849537E-04     -0.33498839E-02
      58     -0.14693699E-05     -0.14778817E-05     -0.41127746E-04     -0.33498839E-02
      59     -0.14696748E-05     -0.14778817E-05     -0.41397597E-04     -0.33498839E-02
      60     -0.14699981E-05     -0.14778817E-05     -0.41746827E-04     -0.33498839E-02
      61     -0.14702923E-05     -0.14778817E-05     -0.42041254E-04     -0.33498839E-02
      62     -0.14704840E-05     -0.14778817E-05     -0.42325506E-04     -0.33498839E-02
      63     -0.14707303E-05     -0.14778817E-05     -0.42616030E-04     -0.33498839E-02
      64     -0.14708696E-05     -0.14778817E-05     -0.42811477E-04     -0.33498839E-02
      65     -0.14710612E-05     -0.14778817E-05     -0.43065270E-04     -0.33498839E-02
      66     -0.14712268E-05     -0.14778817E-05     -0.43286507E-04     -0.33498839E-02
      67     -0.14714333E-05     -0.14778817E-05     -0.43589546E-04     -0.33498839E-02
      68     -0.14715798E-05     -0.14778817E-05     -0.43800781E-04     -0.33498839E-02
      69     -0.14717466E-05     -0.14778817E-05     -0.44065450E-04     -0.33498839E-02
      70     -0.14719140E-05     -0.14778817E-05     -0.44314097E-04     -0.33498839E-02
      71     -0.14720351E-05     -0.14778817E-05     -0.44509896E-04     -0.33498839E-02
      72     -0.14722027E-05     -0.14778817E-05     -0.44804708E-04     -0.33498839E-02
      73     -0.14723575E-05     -0.14778817E-05     -0.45099280E-04     -0.33498839E-02
      74     -0.14724689E-05     -0.14778817E-05     -0.45306263E-04     -0.33498839E-02
      75     -0.14725952E-05     -0.14778817E-05     -0.45514187E-04     -0.33498839E-02
      76     -0.14726823E-05     -0.14778817E-05     -0.45718294E-04     -0.33498839E-02
      77     -0.14727881E-05     -0.14778817E-05     -0.45886082E-04     -0.33498839E-02
      78     -0.14728667E-05     -0.14778817E-05     -0.46033146E-04     -0.33498839E-02
      79     -0.14729534E-05     -0.14778817E-05     -0.46189372E-04     -0.33498839E-02
      80     -0.14730340E-05     -0.14778817E-05     -0.46328535E-04     -0.33498839E-02
      81     -0.14731107E-05     -0.14778817E-05     -0.46467218E-04     -0.33498839E-02
      82     -0.14731738E-05     -0.14778817E-05     -0.46584171E-04     -0.33498839E-02
      83     -0.14732347E-05     -0.14778817E-05     -0.46698628E-04     -0.33498839E-02
      84     -0.14733013E-05     -0.14778817E-05     -0.46848890E-04     -0.33498839E-02
      85     -0.14733733E-05     -0.14778817E-05     -0.46980436E-04     -0.33498839E-02
      86     -0.14734495E-05     -0.14778817E-05     -0.47158398E-04     -0.33498839E-02
      87     -0.14735141E-05     -0.14778817E-05     -0.47252121E-04     -0.33498839E-02
      88     -0.14735769E-05     -0.14778817E-05     -0.47403255E-04     -0.33498839E-02
      89     -0.14736348E-05     -0.14778817E-05     -0.47518197E-04     -0.33498839E-02
      90     -0.14736964E-05     -0.14778817E-05     -0.47686205E-04     -0.33498839E-02
      91     -0.14737464E-05     -0.14778817E-05     -0.47819839E-04     -0.33498839E-02
      92     -0.14738310E-05     -0.14778817E-05     -0.48060949E-04     -0.33498839E-02
      93     -0.14739060E-05     -0.14778817E-05     -0.48266143E-04     -0.33498839E-02
      94     -0.14739583E-05     -0.14778817E-05     -0.48454305E-04     -0.33498839E-02
      95     -0.14740112E-05     -0.14778817E-05     -0.48614001E-04     -0.33498839E-02
      96     -0.14740820E-05     -0.14778817E-05     -0.48849695E-04     -0.33498839E-02
      97     -0.14741683E-05     -0.14778817E-05     -0.49098098E-04     -0.33498839E-02
      98     -0.14742289E-05     -0.14778817E-05     -0.49300611E-04     -0.33498839E-02
      99     -0.14742896E-05     -0.14778817E-05     -0.49484958E-04     -0.33498839E-02
     100     -0.14743349E-05     -0.14778817E-05     -0.49609341E-04     -0.33498839E-02
     101     -0.14743909E-05     -0.14778817E-05     -0.49766584E-04     -0.33498839E-02
     102     -0.14744427E-05     -0.14778817E-05     -0.49945276E-04     -0.33498839E-02
     103     -0.14746492E-05     -0.14778817E-05     -0.50684614E-04     -0.33498839E-02
     104     -0.14748316E-05     -0.14778817E-05     -0.51255936E-04     -0.33498839E-02
     105     -0.14749659E-05     -0.14778817E-05     -0.51793483E-04     -0.33498839E-02
     106     -0.14751191E-05     -0.14778817E-05     -0.52362393E-04     -0.33498839E-02
     107     -0.14752401E-05     -0.14778817E-05     -0.52880789E-04     -0.33498839E-02
     108     -0.14753558E-05     -0.14778817E-05     -0.53422578E-04     -0.33498839E-02
     109     -0.14754774E-05     -0.14778817E-05     -0.54034685E-04     -0.33498839E-02
     110     -0.14755793E-05     -0.14778817E-05     -0.54611147E-04     -0.33498839E-02
     111     -0.14756968E-05     -0.14778817E-05     -0.55226997E-04     -0.33498839E-02
     112     -0.14757750E-05     -0.14778817E-05     -0.55816109E-04     -0.33498839E-02
     113     -0.14758612E-05     -0.14778817E-05     -0.56400301E-04     -0.33498839E-02
     114     -0.14759483E-05     -0.14778817E-05     -0.57204956E-04     -0.33498839E-02
     115     -0.14760436E-05     -0.14778817E-05     -0.58016765E-04     -0.33498839E-02
     116     -0.14761212E-05     -0.14778817E-05     -0.58746462E-04     -0.33498839E-02
     117     -0.14762044E-05     -0.14778817E-05     -0.59827954E-04     -0.33498839E-02
     118     -0.14762897E-05     -0.14778817E-05     -0.60904682E-04     -0.33498839E-02
     119     -0.14763872E-05     -0.14778817E-05     -0.62053868E-04     -0.33498839E-02
     120     -0.14764803E-05     -0.14778817E-05     -0.63228404E-04     -0.33498839E-02
     121     -0.14765558E-05     -0.14778817E-05     -0.64257026E-04     -0.33498839E-02
     122     -0.14766129E-05     -0.14778817E-05     -0.64933855E-04     -0.33498839E-02
     123     -0.14766818E-05     -0.14778817E-05     -0.65782680E-04     -0.33498839E-02
     124     -0.14767442E-05     -0.14778817E-05     -0.66670934E-04     -0.33498839E-02
     125     -0.14768015E-05     -0.14778817E-05     -0.67531169E-04     -0.33498839E-02
     126     -0.14768488E-05     -0.14778817E-05     -0.68321170E-04     -0.33498839E-02
     127     -0.14768996E-05     -0.14778817E-05     -0.69297382E-04     -0.33498839E-02
     128     -0.14769511E-05     -0.14778817E-05     -0.70417152E-04     -0.33498839E-02
     129     -0.14769940E-05     -0.14778817E-05     -0.71416126E-04     -0.33498839E-02
     130     -0.14770348E-05     -0.14778817E-05     -0.72374756E-04     -0.33498839E-02
     131     -0.14770722E-05     -0.14778817E-05     -0.73291393E-04     -0.33498839E-02
     132     -0.14771153E-05     -0.14778817E-05     -0.74500472E-04     -0.33498839E-02
     133     -0.14771497E-05     -0.14778817E-05     -0.75536538E-04     -0.33498839E-02
     134     -0.14771867E-05     -0.14778817E-05     -0.76748318E-04     -0.33498839E-02
     135     -0.14772148E-05     -0.14778817E-05     -0.77839600E-04     -0.33498839E-02
     136     -0.14772439E-05     -0.14778817E-05     -0.78864746E-04     -0.33498839E-02
     137     -0.14772684E-05     -0.14778817E-05     -0.79908262E-04     -0.33498839E-02
     138     -0.14772926E-05     -0.14778817E-05     -0.81052695E-04     -0.33498839E-02
     139     -0.14773127E-05     -0.14778817E-05     -0.82188041E-04     -0.33498839E-02
     140     -0.14773344E-05     -0.14778817E-05     -0.83485835E-04     -0.33498839E-02
     141     -0.14773529E-05     -0.14778817E-05     -0.84614389E-04     -0.33498839E-02
     142     -0.14773729E-05     -0.14778817E-05     -0.85888034E-04     -0.33498839E-02
     143     -0.14773896E-05     -0.14778817E-05     -0.87004090E-04     -0.33498839E-02
     144     -0.14774098E-05     -0.14778817E-05     -0.88440325E-04     -0.33498839E-02
     145     -0.14774274E-05     -0.14778817E-05     -0.89748212E-04     -0.33498839E-02
     146     -0.14774461E-05     -0.14778817E-05     -0.91220614E-04     -0.33498839E-02
     147     -0.14774628E-05     -0.14778817E-05     -0.92732815E-04     -0.33498839E-02
     148     -0.14774781E-05     -0.14778817E-05     -0.94231519E-04     -0.33498839E-02
     149     -0.14774941E-05     -0.14778817E-05     -0.96011526E-04     -0.33498839E-02
     150     -0.14775090E-05     -0.14778817E-05     -0.97766544E-04     -0.33498839E-02
     151     -0.14775223E-05     -0.14778817E-05     -0.99592053E-04     -0.33498839E-02
     152     -0.14775337E-05     -0.14778817E-05     -0.10142373E-03     -0.33498839E-02
     153     -0.14775449E-05     -0.14778817E-05     -0.10340908E-03     -0.33498839E-02
     154     -0.14775561E-05     -0.14778817E-05     -0.10565338E-03     -0.33498839E-02
     155     -0.14775659E-05     -0.14778817E-05     -0.10779535E-03     -0.33498839E-02
     156     -0.14775751E-05     -0.14778817E-05     -0.11007531E-03     -0.33498839E-02
     157     -0.14775841E-05     -0.14778817E-05     -0.11239994E-03     -0.33498839E-02
     158     -0.14775925E-05     -0.14778817E-05     -0.11530955E-03     -0.33498839E-02
     159     -0.14776011E-05     -0.14778817E-05     -0.11841128E-03     -0.33498839E-02
     160     -0.14776091E-05     -0.14778817E-05     -0.12136574E-03     -0.33498839E-02
     161     -0.14776174E-05     -0.14778817E-05     -0.12510005E-03     -0.33498839E-02
     162     -0.14776248E-05     -0.14778817E-05     -0.12919768E-03     -0.33498839E-02
     163     -0.14776316E-05     -0.14778817E-05     -0.13367828E-03     -0.33498839E-02
     164     -0.14776371E-05     -0.14778817E-05     -0.13780556E-03     -0.33498839E-02
     165     -0.14776429E-05     -0.14778817E-05     -0.14324290E-03     -0.33498839E-02
     166     -0.14776479E-05     -0.14778817E-05     -0.14804221E-03     -0.33498839E-02
     167     -0.14776528E-05     -0.14778817E-05     -0.15372586E-03     -0.33498839E-02
     168     -0.14776569E-05     -0.14778817E-05     -0.15957833E-03     -0.33498839E-02
     169     -0.14776613E-05     -0.14778817E-05     -0.16704797E-03     -0.33498839E-02
     170     -0.14776651E-05     -0.14778817E-05     -0.17377827E-03     -0.33498839E-02
     171     -0.14776683E-05     -0.14778817E-05     -0.18108109E-03     -0.33498839E-02
     172     -0.14776710E-05     -0.14778817E-05     -0.18976553E-03     -0.33498839E-02
     173     -0.14776736E-05     -0.14778817E-05     -0.19857619E-03     -0.33498839E-02
     174     -0.14776761E-05     -0.14778817E-05     -0.20794645E-03     -0.33498839E-02
     175     -0.14776784E-05     -0.14778817E-05     -0.21830350E-03     -0.33498839E-02
     176     -0.14776803E-05     -0.14778817E-05     -0.22859447E-03     -0.33498839E-02
