# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      89     -0.94339862E-03     -0.94670888E-03     -0.60479026E-04     -0.32150636E-02
      90     -0.94344685E-03     -0.94670888E-03     -0.60703099E-04     -0.32150636E-02
      91     -0.94348732E-03     -0.94670888E-03     -0.60908730E-04     -0.32150636E-02
      92     -0.94355451E-03     -0.94670888E-03     -0.61145894E-04     -0.32150636E-02
      93     -0.94361354E-03     -0.94670888E-03     -0.61372622E-04     -0.32150636E-02
      94     -0.94365538E-03     -0.94670888E-03     -0.61614342E-04     -0.32150636E-02
      95     -0.94369835E-03     -0.94670888E-03     -0.61840236E-04     -0.32150636E-02
      96     -0.94375487E-03     -0.94670888E-03     -0.62102328E-04     -0.32150636E-02
      97     -0.94382507E-03     -0.94670888E-03     -0.62351285E-04     -0.32150636E-02
      98     -0.94387240E-03     -0.94670888E-03     -0.62566567E-04     -0.32150636E-02
      99     -0.94392157E-03     -0.94670888E-03     -0.62753422E-04     -0.32150636E-02
     100     -0.94395767E-03     -0.94670888E-03     -0.62936115E-04     -0.32150636E-02
     101     -0.94400131E-03     -0.94670888E-03     -0.63139191E-04     -0.32150636E-02
     102     -0.94404283E-03     -0.94670888E-03     -0.63386383E-04     -0.32150636E-02
     103     -0.94420813E-03     -0.94670888E-03     -0.64202467E-04     -0.32150636E-02
     104     -0.94434855E-03     -0.94670888E-03     -0.64895037E-04     -0.32150636E-02
     105     -0.94445380E-03     -0.94670888E-03     -0.65543787E-04     -0.32150636E-02
     106     -0.94457295E-03     -0.94670888E-03     -0.66191490E-04     -0.32150636E-02
     107     -0.94466719E-03     -0.94670888E-03     -0.66871473E-04     -0.32150636E-02
     108     -0.94475844E-03     -0.94670888E-03     -0.67597818E-04     -0.32150636E-02
     109     -0.94485396E-03     -0.94670888E-03     -0.68323776E-04     -0.32150636E-02
     110     -0.94493398E-03     -0.94670888E-03     -0.69064230E-04     -0.32150636E-02
     111     -0.94502656E-03     -0.94670888E-03     -0.69797697E-04     -0.32150636E-02
     112     -0.94508980E-03     -0.94670888E-03     -0.70515183E-04     -0.32150636E-02
     113     -0.94515882E-03     -0.94670888E-03     -0.71221165E-04     -0.32150636E-02
     114     -0.94523047E-03     -0.94670888E-03     -0.72073460E-04     -0.32150636E-02
     115     -0.94530566E-03     -0.94670888E-03     -0.72914830E-04     -0.32150636E-02
     116     -0.94536700E-03     -0.94670888E-03     -0.73724804E-04     -0.32150636E-02
     117     -0.94543594E-03     -0.94670888E-03     -0.74653236E-04     -0.32150636E-02
     118     -0.94550447E-03     -0.94670888E-03     -0.75553726E-04     -0.32150636E-02
     119     -0.94558124E-03     -0.94670888E-03     -0.76554112E-04     -0.32150636E-02
     120     -0.94565071E-03     -0.94670888E-03     -0.77593929E-04     -0.32150636E-02
     121     -0.94570690E-03     -0.94670888E-03     -0.78551690E-04     -0.32150636E-02
     122     -0.94574982E-03     -0.94670888E-03     -0.79420776E-04     -0.32150636E-02
     123     -0.94580042E-03     -0.94670888E-03     -0.80367191E-04     -0.32150636E-02
     124     -0.94584553E-03     -0.94670888E-03     -0.81478988E-04     -0.32150636E-02
     125     -0.94588720E-03     -0.94670888E-03     -0.82508402E-04     -0.32150636E-02
     126     -0.94592195E-03     -0.94670888E-03     -0.83525318E-04     -0.32150636E-02
     127     -0.94595921E-03     -0.94670888E-03     -0.84614523E-04     -0.32150636E-02
     128     -0.94599703E-03     -0.94670888E-03     -0.85749473E-04     -0.32150636E-02
     129     -0.94602945E-03     -0.94670888E-03     -0.86934846E-04     -0.32150636E-02
     130     -0.94605925E-03     -0.94670888E-03     -0.88033858E-04     -0.32150636E-02
     131     -0.94608734E-03     -0.94670888E-03     -0.89155378E-04     -0.32150636E-02
     132     -0.94611954E-03     -0.94670888E-03     -0.90358145E-04     -0.32150636E-02
     133     -0.94614571E-03     -0.94670888E-03     -0.91470196E-04     -0.32150636E-02
     134     -0.94617386E-03     -0.94670888E-03     -0.92789448E-04     -0.32150636E-02
     135     -0.94619558E-03     -0.94670888E-03     -0.94124230E-04     -0.32150636E-02
     136     -0.94621770E-03     -0.94670888E-03     -0.95454452E-04     -0.32150636E-02
     137     -0.94623655E-03     -0.94670888E-03     -0.96829324E-04     -0.32150636E-02
     138     -0.94625505E-03     -0.94670888E-03     -0.98288678E-04     -0.32150636E-02
     139     -0.94627063E-03     -0.94670888E-03     -0.99730444E-04     -0.32150636E-02
     140     -0.94628747E-03     -0.94670888E-03     -0.10128866E-03     -0.32150636E-02
     141     -0.94630167E-03     -0.94670888E-03     -0.10283802E-03     -0.32150636E-02
     142     -0.94631703E-03     -0.94670888E-03     -0.10444024E-03     -0.32150636E-02
     143     -0.94632971E-03     -0.94670888E-03     -0.10604573E-03     -0.32150636E-02
     144     -0.94634496E-03     -0.94670888E-03     -0.10770001E-03     -0.32150636E-02
     145     -0.94635850E-03     -0.94670888E-03     -0.10951074E-03     -0.32150636E-02
     146     -0.94637277E-03     -0.94670888E-03     -0.11133412E-03     -0.32150636E-02
     147     -0.94638579E-03     -0.94670888E-03     -0.11332484E-03     -0.32150636E-02
     148     -0.94639743E-03     -0.94670888E-03     -0.11539841E-03     -0.32150636E-02
     149     -0.94641005E-03     -0.94670888E-03     -0.11762489E-03     -0.32150636E-02
     150     -0.94642175E-03     -0.94670888E-03     -0.11999407E-03     -0.32150636E-02
     151     -0.94643212E-03     -0.94670888E-03     -0.12232749E-03     -0.32150636E-02
     152     -0.94644101E-03     -0.94670888E-03     -0.12480419E-03     -0.32150636E-02
     153     -0.94644958E-03     -0.94670888E-03     -0.12745687E-03     -0.32150636E-02
     154     -0.94645807E-03     -0.94670888E-03     -0.13014544E-03     -0.32150636E-02
     155     -0.94646560E-03     -0.94670888E-03     -0.13295573E-03     -0.32150636E-02
     156     -0.94647253E-03     -0.94670888E-03     -0.13588143E-03     -0.32150636E-02
     157     -0.94647925E-03     -0.94670888E-03     -0.13888960E-03     -0.32150636E-02
     158     -0.94648538E-03     -0.94670888E-03     -0.14195643E-03     -0.32150636E-02
     159     -0.94649159E-03     -0.94670888E-03     -0.14523090E-03     -0.32150636E-02
     160     -0.94649737E-03     -0.94670888E-03     -0.14860395E-03     -0.32150636E-02
     161     -0.94650341E-03     -0.94670888E-03     -0.15242259E-03     -0.32150636E-02
     162     -0.94650889E-03     -0.94670888E-03     -0.15657192E-03     -0.32150636E-02
     163     -0.94651386E-03     -0.94670888E-03     -0.16075897E-03     -0.32150636E-02
     164     -0.94651789E-03     -0.94670888E-03     -0.16512288E-03     -0.32150636E-02
     165     -0.94652224E-03     -0.94670888E-03     -0.17006852E-03     -0.32150636E-02
     166     -0.94652604E-03     -0.94670888E-03     -0.17502622E-03     -0.32150636E-02
     167     -0.94652975E-03     -0.94670888E-03     -0.18062197E-03     -0.32150636E-02
     168     -0.94653292E-03     -0.94670888E-03     -0.18650560E-03     -0.32150636E-02
     169     -0.94653636E-03     -0.94670888E-03     -0.19298501E-03     -0.32150636E-02
     170     -0.94653931E-03     -0.94670888E-03     -0.19975832E-03     -0.32150636E-02
     171     -0.94654182E-03     -0.94670888E-03     -0.20659100E-03     -0.32150636E-02
     172     -0.94654403E-03     -0.94670888E-03     -0.21353163E-03     -0.32150636E-02
     173     -0.94654608E-03     -0.94670888E-03     -0.22154002E-03     -0.32150636E-02
     174     -0.94654810E-03     -0.94670888E-03     -0.22950463E-03     -0.32150636E-02
     175     -0.94654988E-03     -0.94670888E-03     -0.23833746E-03     -0.32150636E-02
     176     -0.94655142E-03     -0.94670888E-03     -0.24768377E-03     -0.32150636E-02
     177     -0.94655276E-03     -0.94670888E-03     -0.25785273E-03     -0.32150636E-02
     178     -0.94655413E-03     -0.94670888E-03     -0.26796543E-03     -0.32150636E-02
     179     -0.94655534E-03     -0.94670888E-03     -0.27943170E-03     -0.32150636E-02
     180     -0.94655645E-03     -0.94670888E-03     -0.29085094E-03     -0.32150636E-02
     181     -0.94655755E-03     -0.94670888E-03     -0.30342638E-03     -0.32150636E-02
     182     -0.94655867E-03     -0.94670888E-03     -0.31593464E-03     -0.32150636E-02
     183     -0.94655961E-03     -0.94670888E-03     -0.33014828E-03     -0.32150636E-02
     184     -0.94656043E-03     -0.94670888E-03     -0.34417516E-03     -0.32150636E-02
     185     -0.94656130E-03     -0.94670888E-03     -0.35907115E-03     -0.32150636E-02
     186     -0.94656207E-03     -0.94670888E-03     -0.37426567E-03     -0.32150636E-02
     187     -0.94656273E-03     -0.94670888E-03     -0.38927382E-03     -0.32150636E-02
     188     -0.94656345E-03     -0.94670888E-03     -0.40624848E-03     -0.32150636E-02
     189     -0.94656408E-03     -0.94670888E-03     -0.42332813E-03     -0.32150636E-02
     190     -0.94656467E-03     -0.94670888E-03     -0.43972979E-03     -0.32150636E-02
     191     -0.94656521E-03     -0.94670888E-03     -0.45702767E-03     -0.32150636E-02
     192     -0.94656577E-03     -0.94670888E-03     -0.47329448E-03     -0.32150636E-02
     193     -0.94656636E-03     -0.94670888E-03     -0.49067339E-03     -0.32150636E-02
     194     -0.94656687E-03     -0.94670888E-03     -0.50930107E-03     -0.32150636E-02
     195     -0.94656736E-03     -0.94670888E-03     -0.52597102E-03     -0.32150636E-02
     196     -0.94656790E-03     -0.94670888E-03     -0.54452113E-03     -0.32150636E-02
 
# q=  0.41666667E-01  0.87500000E+00  0.00000000E+00  (qpt 45)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.30911842E-03     -0.54715722E-03     -0.51768632E-05     -0.32603189E-02
       2     -0.34202768E-03     -0.54715722E-03     -0.86427424E-05     -0.32603189E-02
       3     -0.35545586E-03     -0.54715722E-03     -0.95575683E-05     -0.32603189E-02
       4     -0.36283337E-03     -0.54715722E-03     -0.11464080E-04     -0.32603189E-02
       5     -0.37934329E-03     -0.54715722E-03     -0.12100193E-04     -0.32603189E-02
       6     -0.38452303E-03     -0.54715722E-03     -0.14499444E-04     -0.32603189E-02
       7     -0.42153834E-03     -0.54715722E-03     -0.16033712E-04     -0.32603189E-02
       8     -0.44782972E-03     -0.54715722E-03     -0.17201182E-04     -0.32603189E-02
       9     -0.47223933E-03     -0.54715722E-03     -0.20199750E-04     -0.32603189E-02
      10     -0.49419371E-03     -0.54715722E-03     -0.21975487E-04     -0.32603189E-02
      11     -0.50077324E-03     -0.54715722E-03     -0.23231390E-04     -0.32603189E-02
      12     -0.51301501E-03     -0.54715722E-03     -0.25428918E-04     -0.32603189E-02
      13     -0.52291115E-03     -0.54715722E-03     -0.27173400E-04     -0.32603189E-02
      14     -0.52572451E-03     -0.54715722E-03     -0.29242701E-04     -0.32603189E-02
      15     -0.52808506E-03     -0.54715722E-03     -0.29745391E-04     -0.32603189E-02
      16     -0.52931980E-03     -0.54715722E-03     -0.30776702E-04     -0.32603189E-02
      17     -0.53045846E-03     -0.54715722E-03     -0.31482334E-04     -0.32603189E-02
      18     -0.53155855E-03     -0.54715722E-03     -0.32721148E-04     -0.32603189E-02
      19     -0.53252940E-03     -0.54715722E-03     -0.33753798E-04     -0.32603189E-02
      20     -0.53346446E-03     -0.54715722E-03     -0.35162007E-04     -0.32603189E-02
      21     -0.53421051E-03     -0.54715722E-03     -0.36536650E-04     -0.32603189E-02
      22     -0.53471427E-03     -0.54715722E-03     -0.37119220E-04     -0.32603189E-02
      23     -0.53524909E-03     -0.54715722E-03     -0.38002281E-04     -0.32603189E-02
      24     -0.53587005E-03     -0.54715722E-03     -0.38515955E-04     -0.32603189E-02
      25     -0.53626178E-03     -0.54715722E-03     -0.39043883E-04     -0.32603189E-02
      26     -0.53663102E-03     -0.54715722E-03     -0.39619148E-04     -0.32603189E-02
      27     -0.53691116E-03     -0.54715722E-03     -0.40037704E-04     -0.32603189E-02
      28     -0.53726701E-03     -0.54715722E-03     -0.40538370E-04     -0.32603189E-02
      29     -0.53752413E-03     -0.54715722E-03     -0.40934391E-04     -0.32603189E-02
      30     -0.53779366E-03     -0.54715722E-03     -0.41322811E-04     -0.32603189E-02
      31     -0.53811572E-03     -0.54715722E-03     -0.41733805E-04     -0.32603189E-02
      32     -0.53849335E-03     -0.54715722E-03     -0.42171084E-04     -0.32603189E-02
      33     -0.53877385E-03     -0.54715722E-03     -0.42554679E-04     -0.32603189E-02
      34     -0.53963129E-03     -0.54715722E-03     -0.43318556E-04     -0.32603189E-02
      35     -0.54002654E-03     -0.54715722E-03     -0.43703347E-04     -0.32603189E-02
      36     -0.54075434E-03     -0.54715722E-03     -0.44411165E-04     -0.32603189E-02
      37     -0.54106694E-03     -0.54715722E-03     -0.44728830E-04     -0.32603189E-02
      38     -0.54130467E-03     -0.54715722E-03     -0.45053554E-04     -0.32603189E-02
      39     -0.54150225E-03     -0.54715722E-03     -0.45305770E-04     -0.32603189E-02
      40     -0.54164229E-03     -0.54715722E-03     -0.45556335E-04     -0.32603189E-02
      41     -0.54176755E-03     -0.54715722E-03     -0.45769874E-04     -0.32603189E-02
      42     -0.54187765E-03     -0.54715722E-03     -0.45970240E-04     -0.32603189E-02
      43     -0.54202909E-03     -0.54715722E-03     -0.46159500E-04     -0.32603189E-02
      44     -0.54212743E-03     -0.54715722E-03     -0.46400022E-04     -0.32603189E-02
      45     -0.54224547E-03     -0.54715722E-03     -0.46641030E-04     -0.32603189E-02
      46     -0.54231856E-03     -0.54715722E-03     -0.46804374E-04     -0.32603189E-02
      47     -0.54242695E-03     -0.54715722E-03     -0.46996170E-04     -0.32603189E-02
      48     -0.54252088E-03     -0.54715722E-03     -0.47229334E-04     -0.32603189E-02
      49     -0.54262344E-03     -0.54715722E-03     -0.47430893E-04     -0.32603189E-02
      50     -0.54269408E-03     -0.54715722E-03     -0.47626011E-04     -0.32603189E-02
      51     -0.54278929E-03     -0.54715722E-03     -0.47868277E-04     -0.32603189E-02
      52     -0.54288450E-03     -0.54715722E-03     -0.48133434E-04     -0.32603189E-02
      53     -0.54297725E-03     -0.54715722E-03     -0.48362782E-04     -0.32603189E-02
      54     -0.54304714E-03     -0.54715722E-03     -0.48623127E-04     -0.32603189E-02
      55     -0.54319594E-03     -0.54715722E-03     -0.48953259E-04     -0.32603189E-02
      56     -0.54330347E-03     -0.54715722E-03     -0.49283326E-04     -0.32603189E-02
      57     -0.54345746E-03     -0.54715722E-03     -0.49612744E-04     -0.32603189E-02
      58     -0.54356508E-03     -0.54715722E-03     -0.49939528E-04     -0.32603189E-02
      59     -0.54370024E-03     -0.54715722E-03     -0.50240903E-04     -0.32603189E-02
      60     -0.54384221E-03     -0.54715722E-03     -0.50621569E-04     -0.32603189E-02
      61     -0.54397088E-03     -0.54715722E-03     -0.50970006E-04     -0.32603189E-02
      62     -0.54405497E-03     -0.54715722E-03     -0.51300105E-04     -0.32603189E-02
      63     -0.54416147E-03     -0.54715722E-03     -0.51611063E-04     -0.32603189E-02
      64     -0.54422195E-03     -0.54715722E-03     -0.51856417E-04     -0.32603189E-02
      65     -0.54430466E-03     -0.54715722E-03     -0.52134271E-04     -0.32603189E-02
      66     -0.54437462E-03     -0.54715722E-03     -0.52400380E-04     -0.32603189E-02
      67     -0.54446298E-03     -0.54715722E-03     -0.52714377E-04     -0.32603189E-02
      68     -0.54452665E-03     -0.54715722E-03     -0.52972908E-04     -0.32603189E-02
      69     -0.54459864E-03     -0.54715722E-03     -0.53233174E-04     -0.32603189E-02
      70     -0.54467137E-03     -0.54715722E-03     -0.53503032E-04     -0.32603189E-02
      71     -0.54472299E-03     -0.54715722E-03     -0.53726487E-04     -0.32603189E-02
      72     -0.54479553E-03     -0.54715722E-03     -0.53998112E-04     -0.32603189E-02
      73     -0.54486058E-03     -0.54715722E-03     -0.54334251E-04     -0.32603189E-02
      74     -0.54490832E-03     -0.54715722E-03     -0.54567455E-04     -0.32603189E-02
      75     -0.54496161E-03     -0.54715722E-03     -0.54805517E-04     -0.32603189E-02
      76     -0.54500049E-03     -0.54715722E-03     -0.55018685E-04     -0.32603189E-02
      77     -0.54504416E-03     -0.54715722E-03     -0.55243047E-04     -0.32603189E-02
      78     -0.54507798E-03     -0.54715722E-03     -0.55422964E-04     -0.32603189E-02
      79     -0.54511463E-03     -0.54715722E-03     -0.55605217E-04     -0.32603189E-02
      80     -0.54514803E-03     -0.54715722E-03     -0.55774132E-04     -0.32603189E-02
      81     -0.54518084E-03     -0.54715722E-03     -0.55935913E-04     -0.32603189E-02
      82     -0.54520723E-03     -0.54715722E-03     -0.56084984E-04     -0.32603189E-02
      83     -0.54523258E-03     -0.54715722E-03     -0.56231282E-04     -0.32603189E-02
      84     -0.54526062E-03     -0.54715722E-03     -0.56388645E-04     -0.32603189E-02
      85     -0.54528998E-03     -0.54715722E-03     -0.56558696E-04     -0.32603189E-02
      86     -0.54532202E-03     -0.54715722E-03     -0.56727151E-04     -0.32603189E-02
      87     -0.54534935E-03     -0.54715722E-03     -0.56861442E-04     -0.32603189E-02
      88     -0.54537598E-03     -0.54715722E-03     -0.57017122E-04     -0.32603189E-02
      89     -0.54540019E-03     -0.54715722E-03     -0.57165822E-04     -0.32603189E-02
      90     -0.54542576E-03     -0.54715722E-03     -0.57354519E-04     -0.32603189E-02
      91     -0.54544689E-03     -0.54715722E-03     -0.57518443E-04     -0.32603189E-02
      92     -0.54548234E-03     -0.54715722E-03     -0.57769702E-04     -0.32603189E-02
      93     -0.54551362E-03     -0.54715722E-03     -0.57997224E-04     -0.32603189E-02
      94     -0.54553556E-03     -0.54715722E-03     -0.58211453E-04     -0.32603189E-02
      95     -0.54555799E-03     -0.54715722E-03     -0.58406119E-04     -0.32603189E-02
      96     -0.54558765E-03     -0.54715722E-03     -0.58660112E-04     -0.32603189E-02
      97     -0.54562428E-03     -0.54715722E-03     -0.58913459E-04     -0.32603189E-02
      98     -0.54564920E-03     -0.54715722E-03     -0.59122606E-04     -0.32603189E-02
      99     -0.54567496E-03     -0.54715722E-03     -0.59316706E-04     -0.32603189E-02
     100     -0.54569393E-03     -0.54715722E-03     -0.59472266E-04     -0.32603189E-02
     101     -0.54571712E-03     -0.54715722E-03     -0.59652321E-04     -0.32603189E-02
     102     -0.54573884E-03     -0.54715722E-03     -0.59863049E-04     -0.32603189E-02
     103     -0.54582558E-03     -0.54715722E-03     -0.60625722E-04     -0.32603189E-02
     104     -0.54590043E-03     -0.54715722E-03     -0.61243423E-04     -0.32603189E-02
     105     -0.54595616E-03     -0.54715722E-03     -0.61829746E-04     -0.32603189E-02
     106     -0.54601928E-03     -0.54715722E-03     -0.62451213E-04     -0.32603189E-02
     107     -0.54606927E-03     -0.54715722E-03     -0.63050309E-04     -0.32603189E-02
     108     -0.54611742E-03     -0.54715722E-03     -0.63668884E-04     -0.32603189E-02
     109     -0.54616778E-03     -0.54715722E-03     -0.64288395E-04     -0.32603189E-02
     110     -0.54621014E-03     -0.54715722E-03     -0.64900800E-04     -0.32603189E-02
     111     -0.54625902E-03     -0.54715722E-03     -0.65576851E-04     -0.32603189E-02
     112     -0.54629211E-03     -0.54715722E-03     -0.66193695E-04     -0.32603189E-02
     113     -0.54632838E-03     -0.54715722E-03     -0.66810507E-04     -0.32603189E-02
     114     -0.54636559E-03     -0.54715722E-03     -0.67586120E-04     -0.32603189E-02
     115     -0.54640533E-03     -0.54715722E-03     -0.68317969E-04     -0.32603189E-02
     116     -0.54643774E-03     -0.54715722E-03     -0.69054690E-04     -0.32603189E-02
     117     -0.54647351E-03     -0.54715722E-03     -0.69973104E-04     -0.32603189E-02
     118     -0.54650959E-03     -0.54715722E-03     -0.70854765E-04     -0.32603189E-02
     119     -0.54655029E-03     -0.54715722E-03     -0.71893084E-04     -0.32603189E-02
     120     -0.54658789E-03     -0.54715722E-03     -0.72921820E-04     -0.32603189E-02
     121     -0.54661827E-03     -0.54715722E-03     -0.73898687E-04     -0.32603189E-02
     122     -0.54664139E-03     -0.54715722E-03     -0.74671196E-04     -0.32603189E-02
     123     -0.54666892E-03     -0.54715722E-03     -0.75577084E-04     -0.32603189E-02
     124     -0.54669367E-03     -0.54715722E-03     -0.76551989E-04     -0.32603189E-02
     125     -0.54671642E-03     -0.54715722E-03     -0.77457569E-04     -0.32603189E-02
     126     -0.54673530E-03     -0.54715722E-03     -0.78356294E-04     -0.32603189E-02
     127     -0.54675559E-03     -0.54715722E-03     -0.79320899E-04     -0.32603189E-02
     128     -0.54677617E-03     -0.54715722E-03     -0.80403405E-04     -0.32603189E-02
     129     -0.54679363E-03     -0.54715722E-03     -0.81538961E-04     -0.32603189E-02
     130     -0.54680988E-03     -0.54715722E-03     -0.82576260E-04     -0.32603189E-02
     131     -0.54682505E-03     -0.54715722E-03     -0.83602008E-04     -0.32603189E-02
     132     -0.54684249E-03     -0.54715722E-03     -0.84753663E-04     -0.32603189E-02
     133     -0.54685657E-03     -0.54715722E-03     -0.85814051E-04     -0.32603189E-02
     134     -0.54687167E-03     -0.54715722E-03     -0.87101352E-04     -0.32603189E-02
     135     -0.54688326E-03     -0.54715722E-03     -0.88288514E-04     -0.32603189E-02
     136     -0.54689512E-03     -0.54715722E-03     -0.89417011E-04     -0.32603189E-02
     137     -0.54690519E-03     -0.54715722E-03     -0.90611972E-04     -0.32603189E-02
     138     -0.54691509E-03     -0.54715722E-03     -0.91862206E-04     -0.32603189E-02
     139     -0.54692338E-03     -0.54715722E-03     -0.93112674E-04     -0.32603189E-02
     140     -0.54693235E-03     -0.54715722E-03     -0.94430012E-04     -0.32603189E-02
     141     -0.54693993E-03     -0.54715722E-03     -0.95705201E-04     -0.32603189E-02
     142     -0.54694814E-03     -0.54715722E-03     -0.97066582E-04     -0.32603189E-02
     143     -0.54695494E-03     -0.54715722E-03     -0.98417061E-04     -0.32603189E-02
     144     -0.54696314E-03     -0.54715722E-03     -0.99849121E-04     -0.32603189E-02
     145     -0.54697038E-03     -0.54715722E-03     -0.10139448E-03     -0.32603189E-02
     146     -0.54697802E-03     -0.54715722E-03     -0.10305823E-03     -0.32603189E-02
     147     -0.54698495E-03     -0.54715722E-03     -0.10493134E-03     -0.32603189E-02
     148     -0.54699119E-03     -0.54715722E-03     -0.10669539E-03     -0.32603189E-02
     149     -0.54699787E-03     -0.54715722E-03     -0.10866763E-03     -0.32603189E-02
     150     -0.54700405E-03     -0.54715722E-03     -0.11066517E-03     -0.32603189E-02
     151     -0.54700956E-03     -0.54715722E-03     -0.11281314E-03     -0.32603189E-02
     152     -0.54701429E-03     -0.54715722E-03     -0.11504305E-03     -0.32603189E-02
     153     -0.54701887E-03     -0.54715722E-03     -0.11736082E-03     -0.32603189E-02
     154     -0.54702343E-03     -0.54715722E-03     -0.11996136E-03     -0.32603189E-02
     155     -0.54702748E-03     -0.54715722E-03     -0.12251350E-03     -0.32603189E-02
     156     -0.54703122E-03     -0.54715722E-03     -0.12520022E-03     -0.32603189E-02
     157     -0.54703485E-03     -0.54715722E-03     -0.12815949E-03     -0.32603189E-02
     158     -0.54703820E-03     -0.54715722E-03     -0.13107653E-03     -0.32603189E-02
     159     -0.54704159E-03     -0.54715722E-03     -0.13431411E-03     -0.32603189E-02
     160     -0.54704477E-03     -0.54715722E-03     -0.13771924E-03     -0.32603189E-02
     161     -0.54704807E-03     -0.54715722E-03     -0.14176109E-03     -0.32603189E-02
     162     -0.54705105E-03     -0.54715722E-03     -0.14589635E-03     -0.32603189E-02
     163     -0.54705377E-03     -0.54715722E-03     -0.15024966E-03     -0.32603189E-02
     164     -0.54705596E-03     -0.54715722E-03     -0.15438650E-03     -0.32603189E-02
     165     -0.54705831E-03     -0.54715722E-03     -0.15948785E-03     -0.32603189E-02
     166     -0.54706035E-03     -0.54715722E-03     -0.16475331E-03     -0.32603189E-02
     167     -0.54706235E-03     -0.54715722E-03     -0.17026265E-03     -0.32603189E-02
     168     -0.54706404E-03     -0.54715722E-03     -0.17595082E-03     -0.32603189E-02
     169     -0.54706588E-03     -0.54715722E-03     -0.18228981E-03     -0.32603189E-02
     170     -0.54706744E-03     -0.54715722E-03     -0.18910709E-03     -0.32603189E-02
     171     -0.54706876E-03     -0.54715722E-03     -0.19658840E-03     -0.32603189E-02
     172     -0.54706992E-03     -0.54715722E-03     -0.20439101E-03     -0.32603189E-02
     173     -0.54707100E-03     -0.54715722E-03     -0.21263091E-03     -0.32603189E-02
     174     -0.54707206E-03     -0.54715722E-03     -0.22121721E-03     -0.32603189E-02
     175     -0.54707300E-03     -0.54715722E-03     -0.23069745E-03     -0.32603189E-02
     176     -0.54707381E-03     -0.54715722E-03     -0.24093704E-03     -0.32603189E-02
     177     -0.54707452E-03     -0.54715722E-03     -0.25186483E-03     -0.32603189E-02
     178     -0.54707524E-03     -0.54715722E-03     -0.26275246E-03     -0.32603189E-02
     179     -0.54707588E-03     -0.54715722E-03     -0.27378281E-03     -0.32603189E-02
     180     -0.54707646E-03     -0.54715722E-03     -0.28666214E-03     -0.32603189E-02
     181     -0.54707704E-03     -0.54715722E-03     -0.29904173E-03     -0.32603189E-02
     182     -0.54707763E-03     -0.54715722E-03     -0.31243181E-03     -0.32603189E-02
     183     -0.54707813E-03     -0.54715722E-03     -0.32672040E-03     -0.32603189E-02
     184     -0.54707856E-03     -0.54715722E-03     -0.34085631E-03     -0.32603189E-02
     185     -0.54707902E-03     -0.54715722E-03     -0.35540604E-03     -0.32603189E-02
     186     -0.54707942E-03     -0.54715722E-03     -0.37076344E-03     -0.32603189E-02
     187     -0.54707977E-03     -0.54715722E-03     -0.38567866E-03     -0.32603189E-02
     188     -0.54708015E-03     -0.54715722E-03     -0.40113757E-03     -0.32603189E-02
     189     -0.54708048E-03     -0.54715722E-03     -0.41803165E-03     -0.32603189E-02
     190     -0.54708080E-03     -0.54715722E-03     -0.43461839E-03     -0.32603189E-02
     191     -0.54708109E-03     -0.54715722E-03     -0.45142729E-03     -0.32603189E-02
     192     -0.54708139E-03     -0.54715722E-03     -0.46901330E-03     -0.32603189E-02
     193     -0.54708170E-03     -0.54715722E-03     -0.48728212E-03     -0.32603189E-02
     194     -0.54708198E-03     -0.54715722E-03     -0.50559902E-03     -0.32603189E-02
     195     -0.54708225E-03     -0.54715722E-03     -0.52473185E-03     -0.32603189E-02
     196     -0.54708254E-03     -0.54715722E-03     -0.54350068E-03     -0.32603189E-02
 
# q=  0.83333333E-01  0.83333333E-01  0.00000000E+00  (qpt 46)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.48339024E-03     -0.88311988E-03     -0.57986492E-05     -0.32480880E-02
       2     -0.53772726E-03     -0.88311988E-03     -0.96423741E-05     -0.32480880E-02
       3     -0.56021719E-03     -0.88311988E-03     -0.10582229E-04     -0.32480880E-02
       4     -0.57332770E-03     -0.88311988E-03     -0.12570183E-04     -0.32480880E-02
       5     -0.59999422E-03     -0.88311988E-03     -0.13224536E-04     -0.32480880E-02
       6     -0.60953265E-03     -0.88311988E-03     -0.15478304E-04     -0.32480880E-02
       7     -0.66970136E-03     -0.88311988E-03     -0.16993421E-04     -0.32480880E-02
       8     -0.71098102E-03     -0.88311988E-03     -0.18114465E-04     -0.32480880E-02
       9     -0.75143167E-03     -0.88311988E-03     -0.20701310E-04     -0.32480880E-02
      10     -0.78826834E-03     -0.88311988E-03     -0.22501347E-04     -0.32480880E-02
      11     -0.79980878E-03     -0.88311988E-03     -0.23731968E-04     -0.32480880E-02
      12     -0.82165074E-03     -0.88311988E-03     -0.25513252E-04     -0.32480880E-02
      13     -0.83895389E-03     -0.88311988E-03     -0.27151689E-04     -0.32480880E-02
      14     -0.84421788E-03     -0.88311988E-03     -0.29105712E-04     -0.32480880E-02
      15     -0.84833970E-03     -0.88311988E-03     -0.29634154E-04     -0.32480880E-02
